season,week,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_total,judge_mean,judge_rank,contestants_active
4,9,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,29.5,9.833333333333334,3.0,4
4,9,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,29.0,9.666666666666666,4.0,4
4,10,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,29.3332,9.777733333333334,1.0,3
4,10,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,28.6665,9.5555,2.0,3
4,10,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,28.333200000000005,9.444400000000002,3.0,3
5,1,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,26.0,8.666666666666666,1.0,12
5,1,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,25.0,8.333333333333334,2.0,12
5,1,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,24.0,8.0,3.0,12
5,1,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,24.0,8.0,3.0,12
5,1,Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,Eliminated Week 2,11,21.0,7.0,5.0,12
5,1,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,21.0,7.0,5.0,12
5,1,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,21.0,7.0,5.0,12
5,1,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,21.0,7.0,5.0,12
5,1,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,21.0,7.0,5.0,12
5,1,Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,Eliminated Week 3,10,19.0,6.333333333333333,10.0,12
5,1,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,18.0,6.0,11.0,12
5,1,Josie Maran,Alec Mazo,Model,California,United States,29,Eliminated Week 1,12,16.0,5.333333333333333,12.0,12
5,2,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,27.0,9.0,1.0,11
5,2,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,26.0,8.666666666666666,2.0,11
5,2,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,24.0,8.0,3.0,11
5,2,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,23.0,7.666666666666667,4.0,11
5,2,Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,Eliminated Week 2,11,21.0,7.0,5.0,11
5,2,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,21.0,7.0,5.0,11
5,2,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,21.0,7.0,5.0,11
5,2,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,21.0,7.0,5.0,11
5,2,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,21.0,7.0,5.0,11
5,2,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,18.0,6.0,10.0,11
5,2,Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,Eliminated Week 3,10,15.0,5.0,11.0,11
5,3,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,27.0,9.0,1.0,10
5,3,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,27.0,9.0,1.0,10
5,3,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,27.0,9.0,1.0,10
5,3,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,26.0,8.666666666666666,4.0,10
5,3,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,26.0,8.666666666666666,4.0,10
5,3,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,24.0,8.0,6.0,10
5,3,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,23.0,7.666666666666667,7.0,10
5,3,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,21.0,7.0,8.0,10
5,3,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,20.0,6.666666666666667,9.0,10
5,3,Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,Eliminated Week 3,10,18.0,6.0,10.0,10
5,4,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,30.0,10.0,1.0,9
5,4,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,27.0,9.0,2.0,9
5,4,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,27.0,9.0,2.0,9
5,4,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,27.0,9.0,2.0,9
5,4,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,26.0,8.666666666666666,5.0,9
5,4,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,26.0,8.666666666666666,5.0,9
5,4,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,26.0,8.666666666666666,5.0,9
5,4,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,23.0,7.666666666666667,8.0,9
5,4,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,22.0,7.333333333333333,9.0,9
5,5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,29.0,9.666666666666666,1.0,8
5,5,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,28.0,9.333333333333334,2.0,8
5,5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,26.0,8.666666666666666,3.0,8
5,5,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,26.0,8.666666666666666,3.0,8
5,5,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,25.0,8.333333333333334,5.0,8
5,5,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,23.0,7.666666666666667,6.0,8
5,5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,21.0,7.0,7.0,8
5,5,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,21.0,7.0,7.0,8
5,6,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,30.0,10.0,1.0,7
5,6,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,28.0,9.333333333333334,2.0,7
5,6,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,27.0,9.0,3.0,7
5,6,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,25.0,8.333333333333334,4.0,7
5,6,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,25.0,8.333333333333334,4.0,7
5,6,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,23.0,7.666666666666667,6.0,7
5,6,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,22.0,7.333333333333333,7.0,7
5,7,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,27.0,9.0,1.0,6
5,7,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,26.5,8.833333333333334,2.0,6
5,7,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,26.0,8.666666666666666,3.0,6
5,7,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,26.0,8.666666666666666,3.0,6
5,7,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,25.5,8.5,5.0,6
5,7,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,25.0,8.333333333333334,6.0,6
5,8,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,28.5,9.5,1.0,5
5,8,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,28.0,9.333333333333334,2.0,5
5,8,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,25.5,8.5,3.0,5
5,8,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,25.0,8.333333333333334,4.0,5
5,8,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,24.5,8.166666666666666,5.0,5
5,9,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,30.0,10.0,1.0,4
5,9,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,30.0,10.0,1.0,4
5,9,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,29.0,9.666666666666666,3.0,4
5,9,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,28.0,9.333333333333334,4.0,4
5,10,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,28.333199999999998,9.4444,1.0,3
5,10,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,27.999900000000004,9.333300000000001,2.0,3
5,10,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,23.0,7.666666666666667,3.0,3
6,1,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,1st Place,1,27.0,9.0,1.0,12
6,1,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,24.0,8.0,2.0,12
6,1,Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,Eliminated Week 5,8,24.0,8.0,2.0,12
6,1,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,2nd Place,2,22.0,7.333333333333333,4.0,12
6,1,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,22.0,7.333333333333333,4.0,12
6,1,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,3rd Place,3,21.0,7.0,6.0,12
6,1,Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,Eliminated Week 7,6,21.0,7.0,6.0,12
6,1,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,18.0,6.0,8.0,12
6,1,Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,Eliminated Week 3,10,18.0,6.0,8.0,12
6,1,Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,Eliminated Week 2,12,16.0,5.333333333333333,10.0,12
6,1,Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,Eliminated Week 4,9,15.0,5.0,11.0,12
6,1,Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,Eliminated Week 2,11,15.0,5.0,11.0,12
6,2,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,2nd Place,2,27.0,9.0,1.0,12
6,2,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,1st Place,1,27.0,9.0,1.0,12
6,2,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,26.0,8.666666666666666,3.0,12
6,2,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,24.0,8.0,4.0,12
6,2,Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,Eliminated Week 7,6,24.0,8.0,4.0,12
6,2,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,21.0,7.0,6.0,12
6,2,Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,Eliminated Week 5,8,21.0,7.0,6.0,12
6,2,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,3rd Place,3,20.0,6.666666666666667,8.0,12
6,2,Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,Eliminated Week 4,9,19.0,6.333333333333333,9.0,12
6,2,Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,Eliminated Week 2,12,17.0,5.666666666666667,10.0,12
6,2,Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,Eliminated Week 3,10,16.0,5.333333333333333,11.0,12
6,2,Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,Eliminated Week 2,11,15.0,5.0,12.0,12
6,3,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,1st Place,1,27.0,9.0,1.0,10
6,3,Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,Eliminated Week 5,8,26.0,8.666666666666666,2.0,10
6,3,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,3rd Place,3,25.0,8.333333333333334,3.0,10
6,3,Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,Eliminated Week 7,6,24.0,8.0,4.0,10
6,3,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,2nd Place,2,23.0,7.666666666666667,5.0,10
6,3,Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,Eliminated Week 4,9,21.0,7.0,6.0,10
6,3,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,21.0,7.0,6.0,10
6,3,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,21.0,7.0,6.0,10
6,3,Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,Eliminated Week 3,10,21.0,7.0,6.0,10
6,3,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,19.0,6.333333333333333,10.0,10
6,4,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,2nd Place,2,29.0,9.666666666666666,1.0,9
6,4,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,1st Place,1,29.0,9.666666666666666,1.0,9
6,4,Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,Eliminated Week 7,6,28.0,9.333333333333334,3.0,9
6,4,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,3rd Place,3,26.0,8.666666666666666,4.0,9
6,4,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,24.0,8.0,5.0,9
6,4,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,24.0,8.0,5.0,9
6,4,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,24.0,8.0,5.0,9
6,4,Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,Eliminated Week 5,8,22.0,7.333333333333333,8.0,9
6,4,Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,Eliminated Week 4,9,19.0,6.333333333333333,9.0,9
6,5,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,1st Place,1,29.0,9.666666666666666,1.0,8
6,5,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,2nd Place,2,27.0,9.0,2.0,8
6,5,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,27.0,9.0,2.0,8
6,5,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,24.0,8.0,4.0,8
6,5,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,3rd Place,3,23.0,7.666666666666667,5.0,8
6,5,Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,Eliminated Week 7,6,23.0,7.666666666666667,5.0,8
6,5,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,22.0,7.333333333333333,7.0,8
6,5,Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,Eliminated Week 5,8,21.0,7.0,8.0,8
6,6,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,1st Place,1,30.0,10.0,1.0,7
6,6,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,28.0,9.333333333333334,2.0,7
6,6,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,3rd Place,3,27.0,9.0,3.0,7
6,6,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,26.0,8.666666666666666,4.0,7
6,6,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,2nd Place,2,24.0,8.0,5.0,7
6,6,Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,Eliminated Week 7,6,24.0,8.0,5.0,7
6,6,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,21.0,7.0,7.0,7
6,7,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,2nd Place,2,27.5,9.166666666666666,1.0,6
6,7,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,1st Place,1,27.0,9.0,2.0,6
6,7,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,26.0,8.666666666666666,3.0,6
6,7,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,25.5,8.5,4.0,6
6,7,Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,Eliminated Week 7,6,25.5,8.5,4.0,6
6,7,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,3rd Place,3,23.0,7.666666666666667,6.0,6
6,8,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,3rd Place,3,28.5,9.5,1.0,5
6,8,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,1st Place,1,27.5,9.166666666666666,2.0,5
6,8,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,26.5,8.833333333333334,3.0,5
6,8,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,2nd Place,2,26.0,8.666666666666666,4.0,5
6,8,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,25.0,8.333333333333334,5.0,5
6,9,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,1st Place,1,28.5,9.5,1.0,4
6,9,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,3rd Place,3,28.0,9.333333333333334,2.0,4
6,9,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,2nd Place,2,27.5,9.166666666666666,3.0,4
6,9,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,26.0,8.666666666666666,4.0,4
6,10,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,1st Place,1,30.0,10.0,1.0,3
6,10,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,2nd Place,2,28.5,9.5,2.0,3
6,10,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,3rd Place,3,26.0,8.666666666666666,3.0,3
7,1,Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,1st Place,1,24.5,8.166666666666666,1.0,13
7,1,Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,Eliminated Week 5,8,22.5,7.5,2.0,13
7,1,Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,3rd Place,3,21.5,7.166666666666667,3.0,13
7,1,Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,2nd Place,2,21.5,7.166666666666667,3.0,13
7,1,Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,Withdrew,10,21.0,7.0,5.0,13
7,1,Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,Eliminated Week 9,4,20.5,6.833333333333333,6.0,13
7,1,Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,Eliminated Week 8,5,19.5,6.5,7.0,13
7,1,Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,Eliminated Week 2,11,18.5,6.166666666666667,8.0,13
7,1,Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,Eliminated Week 7,6,18.5,6.166666666666667,8.0,13
7,1,Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,Eliminated Week 1,12,18.5,6.166666666666667,8.0,13
7,1,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,Eliminated Week 4,9,17.5,5.833333333333333,11.0,13
7,1,Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,Eliminated Week 6,7,16.0,5.333333333333333,12.0,13
7,1,Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,Eliminated Week 1,13,12.0,4.0,13.0,13
7,2,Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,1st Place,1,24.0,8.0,1.0,11
7,2,Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,2nd Place,2,24.0,8.0,1.0,11
7,2,Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,Eliminated Week 5,8,23.0,7.666666666666667,3.0,11
7,2,Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,Eliminated Week 9,4,21.0,7.0,4.0,11
7,2,Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,Withdrew,10,21.0,7.0,4.0,11
7,2,Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,Eliminated Week 7,6,21.0,7.0,4.0,11
7,2,Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,3rd Place,3,20.0,6.666666666666667,7.0,11
7,2,Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,Eliminated Week 8,5,19.0,6.333333333333333,8.0,11
7,2,Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,Eliminated Week 2,11,17.0,5.666666666666667,9.0,11
7,2,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,Eliminated Week 4,9,16.0,5.333333333333333,10.0,11
7,2,Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,Eliminated Week 6,7,15.0,5.0,11.0,11
7,3,Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,1st Place,1,28.0,9.333333333333334,1.0,9
7,3,Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,2nd Place,2,25.0,8.333333333333334,2.0,9
7,3,Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,Eliminated Week 8,5,24.0,8.0,3.0,9
7,3,Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,3rd Place,3,22.0,7.333333333333333,4.0,9
7,3,Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,Eliminated Week 5,8,22.0,7.333333333333333,4.0,9
7,3,Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,Eliminated Week 9,4,21.0,7.0,6.0,9
7,3,Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,Eliminated Week 7,6,21.0,7.0,6.0,9
7,3,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,Eliminated Week 4,9,20.0,6.666666666666667,8.0,9
7,3,Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,Eliminated Week 6,7,16.0,5.333333333333333,9.0,9
7,4,Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,1st Place,1,26.0,8.666666666666666,1.0,9
7,4,Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,3rd Place,3,26.0,8.666666666666666,1.0,9
7,4,Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,Eliminated Week 7,6,24.0,8.0,3.0,9
7,4,Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,Eliminated Week 9,4,23.0,7.666666666666667,4.0,9
7,4,Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,Eliminated Week 6,7,22.0,7.333333333333333,5.0,9
7,4,Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,Eliminated Week 5,8,22.0,7.333333333333333,5.0,9
7,4,Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,2nd Place,2,22.0,7.333333333333333,5.0,9
7,4,Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,Eliminated Week 8,5,20.0,6.666666666666667,8.0,9
7,4,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,Eliminated Week 4,9,18.0,6.0,9.0,9
7,5,Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,1st Place,1,29.0,9.666666666666666,1.0,8
