celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,judge1_score,judge2_score,judge3_score,judge4_score,judge_count,judge_total,judge_mean,has_score_record,active
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,2,7.0,6.0,8.0,,3,21.0,7.0,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,2,10.0,9.0,10.0,,3,29.0,9.666666666666666,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,2,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,2,7.0,6.0,6.0,,3,19.0,6.333333333333333,True,True
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,2,7.0,8.0,8.0,,3,23.0,7.666666666666667,True,True
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,2,8.0,7.0,7.0,,3,22.0,7.333333333333333,True,True
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,2,0.0,0.0,0.0,,3,0.0,0.0,True,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,3,7.0,6.0,6.0,,3,19.0,6.333333333333333,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,3,8.0,6.0,8.0,,3,22.0,7.333333333333333,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,3,8.0,6.0,8.0,,3,22.0,7.333333333333333,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,3,9.0,9.0,9.0,,3,27.0,9.0,True,True
Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,3,8.0,9.0,8.0,,3,25.0,8.333333333333334,True,True
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,3,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,3,9.0,9.0,9.0,,3,27.0,9.0,True,True
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,3,7.0,8.0,7.0,,3,22.0,7.333333333333333,True,True
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,3,0.0,0.0,0.0,,3,0.0,0.0,True,False
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,3,0.0,0.0,0.0,,3,0.0,0.0,True,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,4,10.0,9.0,10.0,,3,29.0,9.666666666666666,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,4,9.0,9.0,9.0,,3,27.0,9.0,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,4,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,4,6.0,7.0,7.0,,3,20.0,6.666666666666667,True,True
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,4,9.0,9.0,10.0,,3,28.0,9.333333333333334,True,True
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,5,9.0,9.0,9.0,,3,27.0,9.0,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,5,9.0,9.0,9.0,,3,27.0,9.0,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,5,8.0,8.0,9.0,,3,25.0,8.333333333333334,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,5,9.0,9.0,9.0,,3,27.0,9.0,True,True
Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,5,8.0,8.0,8.0,,3,24.0,8.0,True,True
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,5,8.0,8.0,8.0,,3,24.0,8.0,True,True
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,5,9.0,9.0,9.0,,3,27.0,9.0,True,True
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,6,8.0,8.0,9.0,,3,25.0,8.333333333333334,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,6,9.0,9.0,10.0,,3,28.0,9.333333333333334,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,6,8.0,8.0,8.0,,3,24.0,8.0,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,6,9.0,7.0,7.0,,3,23.0,7.666666666666667,True,True
Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,6,7.0,6.0,5.0,,3,18.0,6.0,True,True
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,7,10.0,9.5,9.0,,3,28.5,9.5,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,7,9.5,9.0,9.5,,3,28.0,9.333333333333334,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,7,9.5,9.0,10.0,,3,28.5,9.5,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,7,9.0,9.0,9.0,,3,27.0,9.0,True,True
Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,7,7.5,8.0,7.5,,3,23.0,7.666666666666667,True,True
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,8,8.5,9.0,9.5,,3,27.0,9.0,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,8,9.5,9.0,10.0,,3,28.5,9.5,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,8,9.5,8.5,9.0,,3,27.0,9.0,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,8,8.5,9.0,9.0,,3,26.5,8.833333333333334,True,True
Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,9,9.5,10.0,10.0,,3,29.5,9.833333333333334,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,9,10.0,9.5,10.0,,3,29.5,9.833333333333334,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,9,9.5,10.0,10.0,,3,29.5,9.833333333333334,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,10,10.0,9.6666,10.0,,3,29.666600000000003,9.888866666666667,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,10,10.0,10.0,9.6666,,3,29.666600000000003,9.888866666666667,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,11,,,,,0,,,False,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,11,,,,,0,,,False,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,11,,,,,0,,,False,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,11,,,,,0,,,False,False
Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,11,,,,,0,,,False,False
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,11,,,,,0,,,False,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,11,,,,,0,,,False,False
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,11,,,,,0,,,False,False
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,11,,,,,0,,,False,False
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,11,,,,,0,,,False,False
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,11,,,,,0,,,False,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,1,7.0,7.0,7.0,,3,21.0,7.0,True,True
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,1,8.0,8.0,8.0,,3,24.0,8.0,True,True
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,1,7.0,8.0,8.0,,3,23.0,7.666666666666667,True,True
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,1,7.0,7.0,7.0,,3,21.0,7.0,True,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,1,5.0,4.0,4.0,,3,13.0,4.333333333333333,True,True
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,1,6.0,5.0,6.0,,3,17.0,5.666666666666667,True,True
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,1,6.0,6.0,6.0,,3,18.0,6.0,True,True
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,1,6.0,5.0,5.0,,3,16.0,5.333333333333333,True,True
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,1,5.0,5.0,5.0,,3,15.0,5.0,True,True
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,1,6.0,6.0,7.0,,3,19.0,6.333333333333333,True,True
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,1,6.0,6.0,7.0,,3,19.0,6.333333333333333,True,True
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,2,8.0,9.0,9.0,,3,26.0,8.666666666666666,True,True
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,2,9.0,9.0,9.0,,3,27.0,9.0,True,True
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,2,7.0,8.0,7.0,,3,22.0,7.333333333333333,True,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,2,6.0,6.0,6.0,,3,18.0,6.0,True,True
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,2,6.0,7.0,7.0,,3,20.0,6.666666666666667,True,True
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,3,7.0,8.0,8.0,,3,23.0,7.666666666666667,True,True
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,3,7.0,6.0,7.0,,3,20.0,6.666666666666667,True,True
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,3,6.0,5.0,5.0,,3,16.0,5.333333333333333,True,True
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,3,0.0,0.0,0.0,,3,0.0,0.0,True,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,4,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,4,10.0,9.0,9.0,,3,28.0,9.333333333333334,True,True
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,4,7.0,7.0,7.0,,3,21.0,7.0,True,True
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,4,7.0,9.0,8.0,,3,24.0,8.0,True,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,4,7.0,7.0,7.0,,3,21.0,7.0,True,True
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,4,6.0,5.0,5.0,,3,16.0,5.333333333333333,True,True
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,4,7.0,8.0,8.0,,3,23.0,7.666666666666667,True,True
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,4,6.0,4.0,5.0,,3,15.0,5.0,True,True
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,4,6.0,5.0,5.0,,3,16.0,5.333333333333333,True,True
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,5,10.0,10.0,10.0,,3,30.0,10.0,True,True
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,5,8.0,8.0,9.0,,3,25.0,8.333333333333334,True,True
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,5,9.0,10.0,9.0,,3,28.0,9.333333333333334,True,True
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,5,8.0,8.0,8.0,,3,24.0,8.0,True,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,5,6.0,6.0,5.0,,3,17.0,5.666666666666667,True,True
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,5,6.0,6.0,6.0,,3,18.0,6.0,True,True
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,5,7.0,7.0,7.0,,3,21.0,7.0,True,True
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,5,4.0,5.0,4.0,,3,13.0,4.333333333333333,True,True
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,6,9.0,9.0,10.0,,3,28.0,9.333333333333334,True,True
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,6,9.0,9.0,9.0,,3,27.0,9.0,True,True
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,6,9.0,9.0,10.0,,3,28.0,9.333333333333334,True,True
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,6,8.0,8.0,8.0,,3,24.0,8.0,True,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,6,7.0,7.0,7.0,,3,21.0,7.0,True,True
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,6,7.0,6.0,6.0,,3,19.0,6.333333333333333,True,True
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,6,7.0,8.0,8.0,,3,23.0,7.666666666666667,True,True
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
