celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_total,judge_mean,judge_rank,contestants_active,season,week,next_week,event_type,observed_eliminated,judge_percent,fan_share_est,fan_rank_est,combined_percent,combined_percent_rank,rank_rule_score,rank_rule_bad_rank,fan_rescue_gap,controversy_index,fan_share_min,fan_share_max,fan_share_width,percent_rule_eliminated,rank_rule_eliminated
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,25.0,8.333333333333334,3.0,9,3,3,4,single_elimination,False,0.12077294685990338,0.11105736713135406,5.0,0.23183031399125742,7.0,8.0,4.0,-2.0,2.0,0.0,0.9806763285024155,0.9806763285024155,False,False
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,22.0,7.333333333333333,4.0,9,3,3,4,single_elimination,True,0.10628019323671498,0.1040473715190788,9.0,0.21032756475579378,1.0,13.0,2.0,-5.0,5.0,0.0,0.11594202898550726,0.11594202898550726,True,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,22.0,7.333333333333333,4.0,9,3,3,4,single_elimination,False,0.10628019323671498,0.1110633952380301,2.0,0.21734358847474508,4.0,6.0,7.0,2.0,2.0,0.0,0.9806763285024155,0.9806763285024155,False,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,22.0,7.333333333333333,4.0,9,3,3,4,single_elimination,False,0.10628019323671498,0.1110633952380301,2.0,0.21734358847474508,4.0,6.0,7.0,2.0,2.0,0.0,0.9806763285024155,0.9806763285024155,False,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,Eliminated Week 5,7,22.0,7.333333333333333,4.0,9,3,3,4,single_elimination,False,0.10628019323671498,0.1110633952380301,2.0,0.21734358847474508,4.0,6.0,7.0,2.0,2.0,0.0,0.9806763285024155,0.9806763285024155,False,False
Jerry Springer,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,21.0,7.0,8.0,9,3,3,4,single_elimination,False,0.10144927536231885,0.11105186383749277,8.0,0.21250113919981162,3.0,16.0,1.0,0.0,0.0,0.004830917874396129,0.9855072463768116,0.9806763285024155,False,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,19.0,6.333333333333333,9.0,9,3,3,4,single_elimination,False,0.09178743961352658,0.11854012901282218,1.0,0.21032756862634877,2.0,10.0,3.0,8.0,8.0,0.0144927536231884,0.9951690821256038,0.9806763285024155,False,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,29.0,9.666666666666666,1.0,8,3,4,5,single_elimination,False,0.14646464646464646,0.12490288811498478,4.0,0.27136753457963125,8.0,5.0,8.0,-3.0,3.0,0.0,0.9696969696969697,0.9696969696969697,False,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,Eliminated Week 5,7,28.0,9.333333333333334,2.0,8,3,4,5,single_elimination,False,0.1414141414141414,0.12489125544769518,7.0,0.2663053968618366,7.0,9.0,2.0,-5.0,5.0,0.0,0.9696969696969697,0.9696969696969697,False,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,27.0,9.0,3.0,8,3,4,5,single_elimination,False,0.13636363636363635,0.12490675837341667,3.0,0.26127039473705305,6.0,6.0,7.0,0.0,0.0,0.0,0.9696969696969697,0.9696969696969697,False,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,24.0,8.0,4.0,8,3,4,5,single_elimination,False,0.12121212121212122,0.1248987849786299,5.0,0.2461109061907511,4.0,9.0,2.0,-1.0,1.0,0.0,0.9696969696969697,0.9696969696969697,False,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,Eliminated Week 8,4,24.0,8.0,4.0,8,3,4,5,single_elimination,False,0.12121212121212122,0.1248987849786299,5.0,0.2461109061907511,4.0,9.0,2.0,-1.0,1.0,0.0,0.9696969696969697,0.9696969696969697,False,False
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,Eliminated Week 4,8,24.0,8.0,4.0,8,3,4,5,single_elimination,True,0.12121212121212122,0.11506600324649546,8.0,0.23627812445861668,1.0,12.0,1.0,-4.0,4.0,0.0,0.12878787878787878,0.12878787878787878,True,True
Jerry Springer,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,22.0,7.333333333333333,7.0,8,3,4,5,single_elimination,False,0.1111111111111111,0.12516749822065007,2.0,0.23627860933176117,3.0,9.0,2.0,5.0,5.0,0.01010101010101011,0.9797979797979798,0.9696969696969697,False,False
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,20.0,6.666666666666667,8.0,8,3,4,5,single_elimination,False,0.10101010101010101,0.13526802572838637,1.0,0.23627812673848736,2.0,9.0,2.0,7.0,7.0,0.020202020202020207,0.9898989898989898,0.9696969696969696,False,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,27.0,9.0,1.0,7,3,5,6,multi_elimination,False,0.14917127071823205,0.14278274098247667,4.0,0.2919540117007087,5.0,5.0,5.0,-3.0,3.0,0.0,0.9723756906077348,0.9723756906077348,False,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,27.0,9.0,1.0,7,3,5,6,multi_elimination,False,0.14917127071823205,0.14278274098247667,4.0,0.2919540117007087,5.0,5.0,5.0,-3.0,3.0,0.0,0.9723756906077348,0.9723756906077348,False,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,Eliminated Week 8,4,27.0,9.0,1.0,7,3,5,6,multi_elimination,False,0.14917127071823205,0.14278274098247667,4.0,0.2919540117007087,5.0,5.0,5.0,-3.0,3.0,0.0,0.9723756906077348,0.9723756906077348,False,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,Eliminated Week 5,7,27.0,9.0,1.0,7,3,5,6,multi_elimination,True,0.14917127071823205,0.13374644949445802,7.0,0.28291772021269007,2.0,8.0,2.0,-6.0,6.0,0.0,0.16206261510128914,0.16206261510128914,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,25.0,8.333333333333334,5.0,7,3,5,6,multi_elimination,False,0.13812154696132597,0.14479622859162536,2.0,0.28291777555295133,4.0,7.0,3.0,3.0,3.0,0.011049723756906077,0.9834254143646408,0.9723756906077348,False,False
Jerry Springer,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,24.0,8.0,6.0,7,3,5,6,multi_elimination,False,0.13259668508287292,0.15032104689400103,1.0,0.282917731976874,3.0,7.0,3.0,5.0,5.0,0.01657458563535913,0.988950276243094,0.9723756906077348,False,False
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,24.0,8.0,6.0,7,3,5,6,multi_elimination,True,0.13259668508287292,0.14278805101351258,3.0,0.2753847360963855,1.0,9.0,1.0,3.0,3.0,0.0,0.17587476979742175,0.17587476979742175,True,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,28.5,9.5,1.0,5,3,7,8,single_elimination,False,0.2111111111111111,0.20000465458757688,1.0,0.411115765698688,4.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,False,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,28.5,9.5,1.0,5,3,7,8,single_elimination,False,0.2111111111111111,0.20000465458757688,1.0,0.411115765698688,4.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,False,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,28.0,9.333333333333334,3.0,5,3,7,8,single_elimination,False,0.2074074074074074,0.20000367246257822,3.0,0.4074110798699856,3.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,False,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,Eliminated Week 8,4,27.0,9.0,4.0,5,3,7,8,single_elimination,False,0.2,0.1999952388520253,4.0,0.3999952388520253,2.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,False,False
Jerry Springer,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,23.0,7.666666666666667,5.0,5,3,7,8,single_elimination,True,0.17037037037037037,0.19999177789926337,5.0,0.37036214826963376,1.0,10.0,1.0,0.0,0.0,0.0,0.22962962962962963,0.22962962962962963,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,28.5,9.5,1.0,4,3,8,9,single_elimination,False,0.26146788990825687,0.25000389376662513,2.0,0.511471783674882,4.0,3.0,3.0,-1.0,1.0,0.0,1.0,1.0,False,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,27.0,9.0,2.0,4,3,8,9,single_elimination,False,0.24770642201834864,0.25001113521115975,1.0,0.4977175572295084,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,False,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,27.0,9.0,2.0,4,3,8,9,single_elimination,False,0.24770642201834864,0.24998164912551965,4.0,0.49768807114386826,2.0,6.0,2.0,-2.0,2.0,0.0,1.0,1.0,False,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,Eliminated Week 8,4,26.5,8.833333333333334,4.0,4,3,8,9,single_elimination,True,0.24311926605504589,0.25000331949801513,3.0,0.493122585553061,1.0,7.0,1.0,1.0,1.0,0.0,0.25688073394495414,0.25688073394495414,True,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,29.5,9.833333333333334,1.0,3,3,9,10,single_elimination,False,0.3333333333333333,0.3333478304878541,1.0,0.6666811638211874,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,False,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,29.5,9.833333333333334,1.0,3,3,9,10,single_elimination,True,0.3333333333333333,0.3333139619293182,3.0,0.6666472952626515,1.0,4.0,1.0,-2.0,2.0,0.0,0.3333333333333333,0.3333333333333333,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,29.5,9.833333333333334,1.0,3,3,9,10,single_elimination,False,0.3333333333333333,0.33333820550986504,2.0,0.6666715388431983,2.0,3.0,2.0,-1.0,1.0,0.0,1.0,1.0,False,False
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,27.0,9.0,1.0,11,4,2,3,single_elimination,False,0.11020408163265306,0.09087229160896622,6.0,0.20107637324161928,11.0,7.0,8.0,-5.0,5.0,0.0,0.983673469387755,0.983673469387755,False,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,26.0,8.666666666666666,2.0,11,4,2,3,single_elimination,False,0.10612244897959183,0.09088079974942594,2.0,0.19700324872901775,10.0,4.0,11.0,0.0,0.0,0.0,0.983673469387755,0.983673469387755,False,False
Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,24.0,8.0,3.0,11,4,2,3,single_elimination,False,0.09795918367346938,0.09087314110563956,4.0,0.18883232477910894,8.0,7.0,8.0,-1.0,1.0,0.0,0.983673469387755,0.983673469387755,False,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,24.0,8.0,3.0,11,4,2,3,single_elimination,False,0.09795918367346938,0.09087314110563956,4.0,0.18883232477910894,8.0,7.0,8.0,-1.0,1.0,0.0,0.983673469387755,0.983673469387755,False,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,22.0,7.333333333333333,5.0,11,4,2,3,single_elimination,False,0.08979591836734693,0.09087755932560919,3.0,0.1806734776929561,7.0,8.0,7.0,2.0,2.0,0.0,0.983673469387755,0.983673469387755,False,False
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,21.0,7.0,6.0,11,4,2,3,single_elimination,False,0.08571428571428572,0.09086467974649097,8.0,0.17657896546077667,4.0,14.0,3.0,-2.0,2.0,0.0,0.983673469387755,0.983673469387755,False,False
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,21.0,7.0,6.0,11,4,2,3,single_elimination,False,0.08571428571428572,0.09086467974649097,8.0,0.17657896546077667,4.0,14.0,3.0,-2.0,2.0,0.0,0.983673469387755,0.983673469387755,False,False
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,21.0,7.0,6.0,11,4,2,3,single_elimination,False,0.08571428571428572,0.09086467974649097,8.0,0.17657896546077667,4.0,14.0,3.0,-2.0,2.0,0.0,0.983673469387755,0.983673469387755,False,False
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,21.0,7.0,6.0,11,4,2,3,single_elimination,True,0.08571428571428572,0.0849570753284807,11.0,0.17067136104276642,1.0,17.0,1.0,-5.0,5.0,0.0,0.0961038961038961,0.0961038961038961,True,True
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,20.0,6.666666666666667,10.0,11,4,2,3,single_elimination,False,0.08163265306122448,0.09086997174489923,7.0,0.17250262480612372,3.0,17.0,1.0,3.0,3.0,0.004081632653061232,0.9877551020408163,0.983673469387755,False,False
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,18.0,6.0,11.0,11,4,2,3,single_elimination,False,0.07346938775510205,0.09720197998333606,1.0,0.1706713677384381,2.0,12.0,6.0,10.0,10.0,0.012244897959183668,0.9959183673469387,0.983673469387755,False,False
Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,24.0,8.0,1.0,10,4,3,4,single_elimination,False,0.11009174311926606,0.09986976946514863,2.0,0.2099615125844147,7.0,3.0,7.0,-1.0,1.0,0.0,0.9724770642201835,0.9724770642201835,False,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,24.0,8.0,1.0,10,4,3,4,single_elimination,False,0.11009174311926606,0.09986976946514863,2.0,0.2099615125844147,7.0,3.0,7.0,-1.0,1.0,0.0,0.9724770642201835,0.9724770642201835,False,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,24.0,8.0,1.0,10,4,3,4,single_elimination,False,0.11009174311926606,0.09986976946514863,2.0,0.2099615125844147,7.0,3.0,7.0,-1.0,1.0,0.0,0.9724770642201835,0.9724770642201835,False,False
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,24.0,8.0,1.0,10,4,3,4,single_elimination,False,0.11009174311926606,0.09986976946514863,2.0,0.2099615125844147,7.0,3.0,7.0,-1.0,1.0,0.0,0.9724770642201835,0.9724770642201835,False,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,23.0,7.666666666666667,5.0,10,4,3,4,single_elimination,False,0.10550458715596331,0.09986706072622538,8.0,0.2053716478821887,6.0,13.0,3.0,-3.0,3.0,0.0,0.9724770642201835,0.9724770642201835,False,False
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,21.0,7.0,6.0,10,4,3,4,single_elimination,False,0.0963302752293578,0.09986929554552644,6.0,0.19619957077488426,4.0,12.0,4.0,0.0,0.0,0.0,0.9724770642201835,0.9724770642201835,False,False
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,21.0,7.0,6.0,10,4,3,4,single_elimination,False,0.0963302752293578,0.09986929554552644,6.0,0.19619957077488426,4.0,12.0,4.0,0.0,0.0,0.0,0.9724770642201835,0.9724770642201835,False,False
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,21.0,7.0,6.0,10,4,3,4,single_elimination,True,0.0963302752293578,0.08905946816083524,10.0,0.18538974339019304,1.0,16.0,2.0,-4.0,4.0,0.0,0.10366972477064222,0.10366972477064222,True,False
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,20.0,6.666666666666667,9.0,10,4,3,4,single_elimination,False,0.09174311926605505,0.0998605503702147,9.0,0.19160366963626974,3.0,18.0,1.0,0.0,0.0,0.0045871559633027525,0.9770642201834863,0.9724770642201835,False,True
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,16.0,5.333333333333333,10.0,10,4,3,4,single_elimination,False,0.07339449541284404,0.11199525077208548,1.0,0.18538974618492954,2.0,11.0,6.0,9.0,9.0,0.022935779816513763,0.9954128440366973,0.9724770642201835,False,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,28.0,9.333333333333334,1.0,9,4,4,5,single_elimination,False,0.14736842105263157,0.1111155075014647,2.0,0.2584839285540963,9.0,3.0,9.0,-1.0,1.0,0.0,0.9947368421052631,0.9947368421052631,False,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,26.0,8.666666666666666,2.0,9,4,4,5,single_elimination,False,0.1368421052631579,0.11109535614503656,8.0,0.24793746140819445,8.0,10.0,3.0,-6.0,6.0,0.0,0.9947368421052631,0.9947368421052631,False,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,24.0,8.0,3.0,9,4,4,5,single_elimination,False,0.12631578947368421,0.11109606476248642,7.0,0.23741185423617062,7.0,10.0,3.0,-4.0,4.0,0.0,0.9947368421052631,0.9947368421052631,False,False
Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,23.0,7.666666666666667,4.0,9,4,4,5,single_elimination,False,0.12105263157894737,0.11109760629751025,6.0,0.2321502378764576,6.0,10.0,3.0,-2.0,2.0,0.0,0.9947368421052631,0.9947368421052631,False,False
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,21.0,7.0,5.0,9,4,4,5,single_elimination,False,0.11052631578947368,0.11110982641263055,3.0,0.22163614220210423,4.0,8.0,7.0,2.0,2.0,0.0,0.9947368421052631,0.9947368421052631,False,False
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,21.0,7.0,5.0,9,4,4,5,single_elimination,False,0.11052631578947368,0.11110982641263055,3.0,0.22163614220210423,4.0,8.0,7.0,2.0,2.0,0.0,0.9947368421052631,0.9947368421052631,False,False
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,16.0,5.333333333333333,7.0,9,4,4,5,single_elimination,False,0.08421052631578947,0.11110560793215808,5.0,0.19531613424794755,3.0,12.0,2.0,2.0,2.0,0.0,0.9947368421052631,0.9947368421052631,False,False
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,16.0,5.333333333333333,7.0,9,4,4,5,single_elimination,True,0.08421052631578947,0.10850351110927817,9.0,0.19271403742506765,1.0,16.0,1.0,-2.0,2.0,0.0,0.13801169590643275,0.13801169590643275,True,True
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,15.0,5.0,9.0,9,4,4,5,single_elimination,False,0.07894736842105263,0.11376669242672378,1.0,0.19271406084777642,2.0,10.0,3.0,8.0,8.0,0.005263157894736845,1.0,0.9947368421052631,False,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,30.0,10.0,1.0,8,4,5,6,single_elimination,False,0.17045454545454544,0.12498782030016821,8.0,0.29544236575471367,8.0,9.0,4.0,-7.0,7.0,0.0,1.0,1.0,False,False
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,28.0,9.333333333333334,2.0,8,4,5,6,single_elimination,False,0.1590909090909091,0.12501086645360715,2.0,0.2841017755445162,7.0,4.0,8.0,0.0,0.0,0.0,1.0,1.0,False,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,25.0,8.333333333333334,3.0,8,4,5,6,single_elimination,False,0.14204545454545456,0.12499097185304713,6.0,0.26703642639850167,6.0,9.0,4.0,-3.0,3.0,0.0,1.0,1.0,False,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,24.0,8.0,4.0,8,4,5,6,single_elimination,False,0.13636363636363635,0.1250122155471092,1.0,0.2613758519107455,5.0,5.0,7.0,3.0,3.0,0.0,1.0,1.0,False,False
Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,21.0,7.0,5.0,8,4,5,6,single_elimination,False,0.11931818181818182,0.12500737712542873,3.0,0.24432555894361055,4.0,8.0,6.0,2.0,2.0,0.0,1.0,1.0,False,False
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,18.0,6.0,6.0,8,4,5,6,single_elimination,False,0.10227272727272728,0.12500022644787315,5.0,0.2272729537206004,3.0,11.0,3.0,1.0,1.0,0.0,1.0,1.0,False,False
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,17.0,5.666666666666667,7.0,8,4,5,6,single_elimination,False,0.09659090909090909,0.1249895212945409,7.0,0.22158043038545,2.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,False,True
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,13.0,4.333333333333333,8.0,8,4,5,6,single_elimination,True,0.07386363636363637,0.12500099974911744,4.0,0.1988646361127538,1.0,12.0,2.0,4.0,4.0,0.0,0.17613636363636362,0.17613636363636362,True,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,28.0,9.333333333333334,1.0,7,4,6,7,single_elimination,False,0.16470588235294117,0.14271460442693232,5.0,0.3074204867798735,6.0,6.0,5.0,-4.0,4.0,0.0,0.9647058823529412,0.9647058823529412,False,False
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,28.0,9.333333333333334,1.0,7,4,6,7,single_elimination,False,0.16470588235294117,0.14271460442693232,5.0,0.3074204867798735,6.0,6.0,5.0,-4.0,4.0,0.0,0.9647058823529412,0.9647058823529412,False,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,27.0,9.0,3.0,7,4,6,7,single_elimination,False,0.1588235294117647,0.14272368027918553,3.0,0.3015472096909502,5.0,6.0,5.0,0.0,0.0,0.0,0.9647058823529412,0.9647058823529412,False,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,24.0,8.0,4.0,7,4,6,7,single_elimination,False,0.1411764705882353,0.14271571315247902,4.0,0.28389218374071434,4.0,8.0,2.0,0.0,0.0,0.0,0.9647058823529412,0.9647058823529412,False,False
Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,23.0,7.666666666666667,5.0,7,4,6,7,single_elimination,True,0.13529411764705881,0.13127889809010043,7.0,0.26657301573715925,1.0,12.0,1.0,-2.0,2.0,0.0,0.15042016806722688,0.15042016806722688,True,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,21.0,7.0,6.0,7,4,6,7,single_elimination,False,0.12352941176470589,0.14304418261779117,2.0,0.26657359438249706,3.0,8.0,2.0,4.0,4.0,0.011764705882352927,0.9764705882352941,0.9647058823529412,False,False
